ApplicantID,Year,Program,Branch,Quota,SeatType,KA_Flag,State,District,UrbanRural,Marks10,Marks12,MeritScore,ApplicationDate,Admitted,AdmitSeat
CE06270,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Tumkur,Rural,79,86.15,86.32,4/8/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06394,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Urban,Urban,87.49,84.08,86.32,1/2/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06412,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,88,79.41,86.31,6/6/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06438,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,83.14,83.18,86.25,3/13/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06266,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Shimoga,Rural,75.42,83.37,86.18,2/6/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06333,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,78.71,91.47,86.05,1/8/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06173,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,0,Telangana,Vijayawada,Rural,93.27,82.23,85.83,4/18/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06576,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Tumkur,Rural,85.72,84.86,85.59,4/13/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06176,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,84.65,81.83,85.49,4/27/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06502,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,0,Telangana,Hyderabad,Urban,75.75,85.54,85.47,1/17/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06383,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Tumkur,Rural,96.4,82.64,85.4,2/21/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06433,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,0,Tamil Nadu,Hyderabad,Urban,90.86,85.94,84.86,4/15/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06544,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,95.53,76.99,84.76,4/19/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06262,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Mysuru,Urban,86.13,85.37,84.65,2/18/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06338,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Dharwad,Rural,81.14,82.32,84.51,5/27/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06324,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Mangalore,Urban,81.29,81.63,84.5,1/20/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06488,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Davanagere,Rural,75.19,88.7,84.41,6/11/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06539,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Hubli-Dharwad,Rural,69.7,91.81,84.4,4/19/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06335,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,86.81,85.8,84.3,1/3/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06243,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Mangalore,Urban,100,77.14,84.27,1/13/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06398,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,0,Telangana,Kochi,Rural,87.17,78.13,84.23,6/11/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06587,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Bengaluru Rural,Rural,93.96,79.15,84.23,2/10/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06567,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Urban,Urban,88.58,77.86,84.21,6/15/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06205,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,79,83.15,84.13,3/26/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06215,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,0,Tamil Nadu,Hyderabad,Urban,80.8,83.9,84.13,6/15/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06198,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Tumkur,Rural,73.17,89.19,83.97,5/12/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06575,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Mangalore,Urban,83.92,83.24,83.9,4/7/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06529,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Bengaluru Urban,Urban,86.38,83.17,83.82,4/7/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06260,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Mysuru,Urban,85.03,82.57,83.78,5/4/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06503,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,0,Telangana,Chennai,Urban,87.28,84.26,83.77,4/10/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06594,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Davanagere,Rural,75.19,82.14,83.67,1/16/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06313,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Hubli-Dharwad,Rural,81.33,82.8,83.61,4/12/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06410,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Davanagere,Rural,84.04,83.61,83.52,6/23/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06498,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Shimoga,Rural,73.41,87.88,83.52,3/2/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06428,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,0,Tamil Nadu,Hyderabad,Urban,90.41,80.21,83.49,6/19/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06219,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Tumkur,Rural,80.62,84.3,83.46,2/22/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06382,2020,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,83.69,74.59,83.46,4/20/2020,Yes,Artificial Intelligence and Machine Learning_GOVT_2020
CE06415,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Davanagere,Rural,79.59,80.69,83.18,2/2/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06470,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Bengaluru Rural,Rural,79.39,80.05,82.77,3/6/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06464,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,0,Telangana,Coimbatore,Urban,86.42,78.96,82.59,1/25/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06421,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Davanagere,Rural,88.01,82.5,82.11,1/4/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06479,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Dharwad,Rural,81.14,75.24,81.85,4/7/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06549,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Mangalore,Urban,81.64,82.89,81.74,2/24/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06446,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,0,Telangana,Vijayawada,Rural,84.24,75.42,81.39,6/2/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06350,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Bengaluru Rural,Rural,88.22,83.24,81.37,6/18/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06425,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Shimoga,Rural,88.52,73.22,81.21,5/19/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06366,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,0,Tamil Nadu,Chennai,Urban,79.98,89.26,80.99,1/3/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06235,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Davanagere,Rural,86.83,74.69,80.96,3/13/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06397,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Mysuru,Urban,83.21,78.47,80.95,6/3/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06222,2020,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Bengaluru Urban,Urban,83.06,76.22,80.91,4/17/2020,Yes,Artificial Intelligence and Machine Learning_MGMT_2020
CE06008,2020,B.Tech,Civil Engineering,Management,Self-Financed,1,Karnataka,Belagavi,Rural,80.23,98.11,98.44,2/23/2020,Yes,Civil Engineering_MGMT_2020
CE06059,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Tumkur,Rural,79.42,93.83,94.69,6/16/2020,Yes,Civil Engineering_GOVT_2020
CE06122,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Mysuru,Urban,86.08,90.15,93.06,5/5/2020,Yes,Civil Engineering_GOVT_2020
CE06057,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Belagavi,Rural,86.98,90.18,92.11,1/16/2020,Yes,Civil Engineering_GOVT_2020
CE06082,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Mysuru,Urban,79.16,90.36,90.27,1/10/2020,Yes,Civil Engineering_GOVT_2020
CE05996,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Mysuru,Urban,88.38,91.25,89.44,2/3/2020,Yes,Civil Engineering_GOVT_2020
CE06063,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Belagavi,Rural,81.13,89.3,89.4,1/13/2020,Yes,Civil Engineering_GOVT_2020
CE06038,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Davanagere,Rural,90.61,89.69,89.38,6/14/2020,Yes,Civil Engineering_GOVT_2020
CE06050,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Belagavi,Rural,78.18,91.07,89.28,1/14/2020,Yes,Civil Engineering_GOVT_2020
CE06116,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Tumkur,Rural,87.79,93.65,88.73,2/11/2020,Yes,Civil Engineering_GOVT_2020
CE06112,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Shimoga,Rural,84.31,86.47,87.52,1/12/2020,Yes,Civil Engineering_GOVT_2020
CE06068,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Davanagere,Rural,85.43,79.55,87.14,2/20/2020,Yes,Civil Engineering_GOVT_2020
CE06123,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,89.53,90.37,86.32,4/17/2020,Yes,Civil Engineering_GOVT_2020
CE06074,2020,B.Tech,Civil Engineering,Management,Self-Financed,1,Karnataka,Bengaluru Urban,Urban,90.21,76.92,85.89,5/15/2020,Yes,Civil Engineering_MGMT_2020
CE05954,2020,B.Tech,Civil Engineering,Management,Self-Financed,1,Karnataka,Dharwad,Rural,82.15,84.07,85.46,3/17/2020,Yes,Civil Engineering_MGMT_2020
CE06035,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Davanagere,Rural,76.52,84.49,85.08,5/13/2020,Yes,Civil Engineering_GOVT_2020
CE06000,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Bengaluru Urban,Urban,82.03,74.3,84.75,5/2/2020,Yes,Civil Engineering_GOVT_2020
CE06132,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,79.73,86.78,84.74,2/24/2020,Yes,Civil Engineering_GOVT_2020
CE06070,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Tumkur,Rural,91.86,79.24,84.63,5/25/2020,Yes,Civil Engineering_GOVT_2020
CE06073,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Mysuru,Urban,86.35,80.07,84.62,5/28/2020,Yes,Civil Engineering_GOVT_2020
CE06155,2020,B.Tech,Civil Engineering,Management,Self-Financed,1,Karnataka,Mangalore,Urban,88.9,87.89,84.52,3/11/2020,Yes,Civil Engineering_MGMT_2020
CE06016,2020,B.Tech,Civil Engineering,Management,Self-Financed,0,Telangana,Kochi,Rural,84.66,75.72,84.48,2/27/2020,Yes,Civil Engineering_MGMT_2020
CE06002,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Tumkur,Rural,97.4,75.16,84.46,6/16/2020,Yes,Civil Engineering_GOVT_2020
CE06108,2020,B.Tech,Civil Engineering,Management,Self-Financed,1,Karnataka,Mysuru,Urban,83.73,85.68,84.45,5/14/2020,Yes,Civil Engineering_MGMT_2020
CE05955,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Shimoga,Rural,83.87,83.92,84.34,2/27/2020,Yes,Civil Engineering_GOVT_2020
CE06080,2020,B.Tech,Civil Engineering,Management,Self-Financed,1,Karnataka,Dharwad,Rural,91.49,84.33,84.27,4/6/2020,Yes,Civil Engineering_MGMT_2020
CE06125,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Mangalore,Urban,78.51,89.12,84.23,6/25/2020,Yes,Civil Engineering_GOVT_2020
CE06041,2020,B.Tech,Civil Engineering,Management,Self-Financed,0,Kerala,Pune,Urban,85.81,80.86,84,1/26/2020,Yes,Civil Engineering_MGMT_2020
CE06003,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Mangalore,Urban,94.85,77.36,83.96,3/1/2020,Yes,Civil Engineering_GOVT_2020
CE05961,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Dharwad,Rural,78.45,84.54,83.78,4/7/2020,Yes,Civil Engineering_GOVT_2020
CE05969,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Tumkur,Rural,85.47,79.14,83.32,2/17/2020,Yes,Civil Engineering_GOVT_2020
CE06049,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,81.29,82.02,83.31,1/9/2020,Yes,Civil Engineering_GOVT_2020
CE06118,2020,B.Tech,Civil Engineering,Government,Merit,0,Kerala,Coimbatore,Urban,83.13,73.72,83.2,6/16/2020,Yes,Civil Engineering_GOVT_2020
CE06157,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Davanagere,Rural,92.9,75.1,83.19,3/7/2020,Yes,Civil Engineering_GOVT_2020
CE05995,2020,B.Tech,Civil Engineering,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,87.35,83.01,83.17,4/3/2020,Yes,Civil Engineering_GOVT_2020
CE06093,2020,B.Tech,Civil Engineering,Management,Self-Financed,0,Kerala,Pune,Urban,87.72,88.24,82.98,5/19/2020,Yes,Civil Engineering_MGMT_2020
CE06134,2020,B.Tech,Civil Engineering,Government,Merit,0,Maharashtra,Hyderabad,Urban,68.01,87.35,82.98,6/28/2020,Yes,Civil Engineering_GOVT_2020
CE05982,2020,B.Tech,Civil Engineering,Management,Self-Financed,0,Maharashtra,Coimbatore,Urban,79.65,81.11,82.1,1/2/2020,Yes,Civil Engineering_MGMT_2020
CE06145,2020,B.Tech,Civil Engineering,Management,Self-Financed,0,Telangana,Hyderabad,Urban,78.62,86.27,81.8,5/16/2020,Yes,Civil Engineering_MGMT_2020
CE06026,2020,B.Tech,Civil Engineering,Management,Self-Financed,1,Karnataka,Mysuru,Urban,86.81,77.04,81.7,5/5/2020,Yes,Civil Engineering_MGMT_2020
CE06043,2020,B.Tech,Civil Engineering,Management,Self-Financed,1,Karnataka,Bengaluru Rural,Rural,81.24,84.6,81.4,6/10/2020,Yes,Civil Engineering_MGMT_2020
CE06099,2020,B.Tech,Civil Engineering,Management,Self-Financed,1,Karnataka,Dharwad,Rural,86.7,76.06,81.22,6/14/2020,Yes,Civil Engineering_MGMT_2020
CE06141,2020,B.Tech,Civil Engineering,Management,Self-Financed,1,Karnataka,Davanagere,Rural,85.16,74.66,80.19,3/13/2020,Yes,Civil Engineering_MGMT_2020
CE06113,2020,B.Tech,Civil Engineering,Management,Self-Financed,0,Tamil Nadu,Vijayawada,Rural,74.25,79.93,79.8,1/4/2020,Yes,Civil Engineering_MGMT_2020
CE06639,2020,B.Tech,Computer Engineering,Management,Self-Financed,1,Karnataka,Mangalore,Urban,91.3,96.87,95.51,3/21/2020,Yes,Computer Engineering_MGMT_2020
CE06703,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Davanagere,Rural,92.16,87.32,95.43,6/11/2020,Yes,Computer Engineering_GOVT_2020
CE06610,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Belagavi,Rural,78.87,93.06,94.89,4/18/2020,Yes,Computer Engineering_GOVT_2020
CE06664,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Dharwad,Rural,88.41,92.32,94.09,2/26/2020,Yes,Computer Engineering_GOVT_2020
CE06716,2020,B.Tech,Computer Engineering,Management,Self-Financed,1,Karnataka,Hubli-Dharwad,Rural,94.34,88.62,93.7,5/18/2020,Yes,Computer Engineering_MGMT_2020
CE06801,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Belagavi,Rural,86.49,88.8,92.48,3/27/2020,Yes,Computer Engineering_GOVT_2020
CE06697,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Tumkur,Rural,81.64,93.82,92.44,5/20/2020,Yes,Computer Engineering_GOVT_2020
CE06762,2020,B.Tech,Computer Engineering,Management,Self-Financed,0,Kerala,Coimbatore,Urban,90.89,94.9,92.3,2/25/2020,Yes,Computer Engineering_MGMT_2020
CE06715,2020,B.Tech,Computer Engineering,Management,Self-Financed,1,Karnataka,Mangalore,Urban,80.03,97.07,92.15,2/14/2020,Yes,Computer Engineering_MGMT_2020
CE06656,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Bengaluru Urban,Urban,75.44,97.29,92.13,2/13/2020,Yes,Computer Engineering_GOVT_2020
CE06701,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,82.5,93.45,92.06,1/1/2020,Yes,Computer Engineering_GOVT_2020
CE06675,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Belagavi,Rural,85.4,98.01,92.03,1/14/2020,Yes,Computer Engineering_GOVT_2020
CE06709,2020,B.Tech,Computer Engineering,Management,Self-Financed,1,Karnataka,Tumkur,Rural,86.11,93.2,90.89,5/8/2020,Yes,Computer Engineering_MGMT_2020
CE06809,2020,B.Tech,Computer Engineering,Management,Self-Financed,1,Karnataka,Bengaluru Urban,Urban,93.54,79.58,90.35,6/24/2020,Yes,Computer Engineering_MGMT_2020
CE06669,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,100,80.87,90.01,3/9/2020,Yes,Computer Engineering_GOVT_2020
CE06633,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Mysuru,Urban,76.21,90.99,89.81,2/24/2020,Yes,Computer Engineering_GOVT_2020
CE06772,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,86.5,83.84,89.38,1/21/2020,Yes,Computer Engineering_GOVT_2020
CE06782,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Dharwad,Rural,88.09,88.8,88.38,1/1/2020,Yes,Computer Engineering_GOVT_2020
CE06799,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Dharwad,Rural,80.35,89.95,88.03,3/8/2020,Yes,Computer Engineering_GOVT_2020
CE06757,2020,B.Tech,Computer Engineering,Management,Self-Financed,1,Karnataka,Tumkur,Rural,95.69,81.27,87.44,3/24/2020,Yes,Computer Engineering_MGMT_2020
CE06684,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Mangalore,Urban,82.21,83.09,86.83,4/26/2020,Yes,Computer Engineering_GOVT_2020
CE06787,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,92.94,85.32,86.64,5/1/2020,Yes,Computer Engineering_GOVT_2020
CE06807,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Tumkur,Rural,82.12,80.33,86.41,3/11/2020,Yes,Computer Engineering_GOVT_2020
CE06728,2020,B.Tech,Computer Engineering,Management,Self-Financed,1,Karnataka,Mangalore,Urban,85.24,86.58,86.32,5/7/2020,Yes,Computer Engineering_MGMT_2020
CE06642,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Bengaluru Urban,Urban,85.81,82.44,86.17,2/12/2020,Yes,Computer Engineering_GOVT_2020
CE06747,2020,B.Tech,Computer Engineering,Government,Merit,0,Telangana,Kochi,Rural,79,83.52,86.17,5/22/2020,Yes,Computer Engineering_GOVT_2020
CE06763,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Davanagere,Rural,84.01,85.09,85.96,2/27/2020,Yes,Computer Engineering_GOVT_2020
CE06603,2020,B.Tech,Computer Engineering,Management,Self-Financed,1,Karnataka,Davanagere,Rural,81.96,84.21,85.92,1/28/2020,Yes,Computer Engineering_MGMT_2020
CE06741,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Tumkur,Rural,82.64,83.99,84.66,1/15/2020,Yes,Computer Engineering_GOVT_2020
CE06698,2020,B.Tech,Computer Engineering,Management,Self-Financed,1,Karnataka,Bengaluru Urban,Urban,88.06,78.49,84.65,3/13/2020,Yes,Computer Engineering_MGMT_2020
CE06608,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,86.29,79.49,84.64,2/8/2020,Yes,Computer Engineering_GOVT_2020
CE06653,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Shimoga,Rural,78.87,83.77,84.6,2/20/2020,Yes,Computer Engineering_GOVT_2020
CE06816,2020,B.Tech,Computer Engineering,Government,Merit,0,Maharashtra,Pune,Urban,89.39,82.81,84.38,1/4/2020,Yes,Computer Engineering_GOVT_2020
CE06602,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,80.5,82.53,84.07,2/8/2020,Yes,Computer Engineering_GOVT_2020
CE06627,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Tumkur,Rural,85.94,78.19,83.99,1/14/2020,Yes,Computer Engineering_GOVT_2020
CE06734,2020,B.Tech,Computer Engineering,Management,Self-Financed,1,Karnataka,Hubli-Dharwad,Rural,76.46,83.11,83.97,6/10/2020,Yes,Computer Engineering_MGMT_2020
CE06646,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Shimoga,Rural,86.5,73.71,83.87,1/14/2020,Yes,Computer Engineering_GOVT_2020
CE06638,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Bengaluru Urban,Urban,89.82,80.61,83.82,1/24/2020,Yes,Computer Engineering_GOVT_2020
CE06692,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,84.17,79.8,83.81,5/27/2020,Yes,Computer Engineering_GOVT_2020
CE06689,2020,B.Tech,Computer Engineering,Management,Self-Financed,1,Karnataka,Davanagere,Rural,67.69,88.88,83.77,3/13/2020,Yes,Computer Engineering_MGMT_2020
CE06756,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Dharwad,Rural,77.09,76.03,83.55,5/6/2020,Yes,Computer Engineering_GOVT_2020
CE06673,2020,B.Tech,Computer Engineering,Management,Self-Financed,0,Kerala,Pune,Urban,78.2,84.85,83.48,6/3/2020,Yes,Computer Engineering_MGMT_2020
CE06680,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Bengaluru Urban,Urban,80.1,85.27,83.41,6/23/2020,Yes,Computer Engineering_GOVT_2020
CE06668,2020,B.Tech,Computer Engineering,Government,Merit,1,Karnataka,Davanagere,Rural,84.28,86.53,83.37,5/18/2020,Yes,Computer Engineering_GOVT_2020
CE06792,2020,B.Tech,Computer Engineering,Government,Merit,0,Andhra Pradesh,Chennai,Urban,83.46,83.57,83.29,5/22/2020,Yes,Computer Engineering_GOVT_2020
CE06788,2020,B.Tech,Computer Engineering,Management,Self-Financed,0,Kerala,Pune,Urban,81.09,75.22,82.51,4/11/2020,Yes,Computer Engineering_MGMT_2020
CE06812,2020,B.Tech,Computer Engineering,Management,Self-Financed,1,Karnataka,Bengaluru Urban,Urban,79.19,81.07,82.23,3/21/2020,Yes,Computer Engineering_MGMT_2020
CE03857,2020,B.Tech,Computer Science and Engineering,Government,Merit,1,Karnataka,Dharwad,Rural,90.91,99.13,98.78,6/12/2020,Yes,Computer Science and Engineering_GOVT_2020
CE03457,2020,B.Tech,Computer Science and Engineering,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,77.99,100,96.45,6/1/2020,Yes,Computer Science and Engineering_GOVT_2020
CE04164,2020,B.Tech,Computer Science and Engineering,Government,Merit,0,Telangana,Hyderabad,Urban,81.38,91.53,96.17,4/7/2020,Yes,Computer Science and Engineering_GOVT_2020
CE04119,2020,B.Tech,Computer Science and Engineering,Government,Merit,1,Karnataka,Davanagere,Rural,94.91,90.45,94.03,4/26/2020,Yes,Computer Science and Engineering_GOVT_2020
CE03487,2020,B.Tech,Computer Science and Engineering,Management,Self-Financed,1,Karnataka,Mangalore,Urban,83.75,97.99,93.92,2/10/2020,Yes,Computer Science and Engineering_MGMT_2020
CE03811,2020,B.Tech,Computer Science and Engineering,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,85.22,89.24,93.79,6/21/2020,Yes,Computer Science and Engineering_GOVT_2020
